error_type,wos_id,wos_year,wos_title,wos_abstract,wos_last_names,ds_id,ds_year,ds_title,ds_abstract,ds_last_names
miss,WOS:000401054300020,2017,pdau alloy nanoparticle catalysts effective candidates for nitrite reduction in water,well defined palladium gold nanoparticles pdaunps with randomly alloyed structures and broadly tunable compositions were studied in catalytic nitrite no reduction the catalysts were synthesized using a microwave assisted polyol coreduction method pd x au x nps with systematically varied compositions x were supported on amorphous silica sio and studied as model catalysts for aqueous no reduction in a batch reactor using h as the electron donor the reactions followed pseudo first order kinetics for gt no conversion the pdxau xnp sio catalysts showed a volcano like correlation between no reduction activity and x the highest activity was observed for pdau with an associated first order rate constant of l min g metal alloy nps with greater proportions of au were found to reduce the loss in catalytic activity due to sulfide fouling density functional theory calculations indicate that this is because au weakens sulfur binding at pdaunp surfaces due to atomic ensemble electronic and strain effects and thus reduces sulfur poisoning the environmental relevance of the most active supported catalyst was evaluated by subjecting it to five cycles of catalytic no reduction the catalytic activity decreased over multiple cycles but analysis of the postreaction pdxau xnp sio materials using complementary techniques indicated that there were no significant structural changes most importantly we show that pdxau xnp sio alloys are significantly more active no reduction catalysts in comparison to pure pd catalysts,"['li', 'humphrey', 'henkelman', 'werth', 'kunal', 'seraj']",pub.1084124864,2017,pdau alloy nanoparticle catalysts effective candidates for nitrite reduction in water,,"['seraj', 'kunal', 'li', 'henkelman', 'humphrey', 'werth']"
miss,WOS:000479326300013,2019,promoting amine activated electrochemical co conversion with alkali salts,amine based co chemisorption has been a long standing motif under development for co capture applications but large energy penalties are required to thermally cleave the n c bond and regenerate co for subsequent storage or utilization instead it is attractive to be able to directly perform electrochemical reactions on the amine solutions with loaded co we recently found that such a process is viable in dimethyl sulfoxide dmso if an exogenous li based salt is present leading to the formation of co derived products through electrochemical n c bond cleavage however the detailed influence of the salt on the electrochemical reactions was not understood here we investigate the role of individual electrolyte salt constituents across multiple cations and anions in dmso to gain improved insight into the salts role in these complex electrolytes although the anion appears to have minor effect the cation is found to strongly modulate the thermochemistry of the amine co adducts through electrostatic interactions h nmr measurements show that post capture pre reduction equilibrium proportions of the formed cation associated carbamate vary by up to fold and increase with the cations lewis acidity e g from k na li this trend is quantitatively supported by density functional theory calculations of the free energy of formation of the alkali associated adducts upon electrochemical reduction however the current densities follow an opposing trend with enhanced reaction rates obtained with the lowest lewis acidity cation k meanwhile molecular dynamics simulations indicate significant increases in desolvation and pairing kinetics occur with k these findings suggest that in addition to strongly affecting the speciation of amine co adducts the cations pairing with coo can significantly hinder or enhance the rates of electrochemical reactions consequently designing electrolytes to promote fast cation transfer appears important for obtaining higher current densities in future systems,"['zhao', 'gallant', 'yin', 'khurram', 'yan']",pub.1117610730,2019,promoting amine activated electrochemical co conversion with alkali salts,,"['khurram', 'yan', 'yin', 'zhao', 'gallant']"
miss,WOS:000466053200001,2019,unveiling a masked polymer of dewar benzene reveals trans poly acetylene,a dibromo derivative of dewar benzene trans dibromobicyclo hex ene was polymerized using ring opening metathesis polymerization romp the reaction proceeded in a controlled manner as changing the initial monomer to catalyst ratio afforded monodispersed polymers with tunable molecular weights and growing polymer chains were extended upon subsequent exposure to additional monomer treatment of the halogenated polymers with an alkyllithium reagent resulted in elimination followed by isomerization to afford trans poly acetylene based on a series of mechanistic and spectroscopic studies the transformation was proposed to proceed through a cyclobutenyl intermediate that undergoes rearrangement the methodology was found to be versatile as triblock copolymers containing the halogenated homopolymer were prepared and converted to their poly acetylene containing derivatives the polymers were characterized using gel permeation chromatography as well as a range of spectroscopic nmr ft ir uv vis and raman and analytical techniques,"['bielawski', 'lee', 'seo']",pub.1113044496,2019,unveiling a masked polymer of dewar benzene reveals trans poly acetylene,,"['seo', 'lee', 'bielawski']"
miss,WOS:000310979500004,2012,combined time synchronization and channel estimation for mb ofdm uwb systems,symbol timing error amounts to a major degradation in the system performance conventionally timing error is estimated by predefined preamble on both transmitter and receiver the maximum of the correlation result is considered the start of the ofdm symbol problem arises when the prime path is not the strongest one in this paper we propose a new combined time and channel estimation method for multi band ofdm ultra wide band mb ofdm uwb systems it is assumed that a coarse timing has been obtained at a stage before the proposed scheme based on the coarse timing search interval is set or time candidates exploiting channel statistics that are assumed to be known by the receiver we derive a maximum a posteriori estimate map of the channel impulse response based on this estimate we discern for the timing error timing estimation performance is compared with the least squares ls channel estimate in terms of mean squared error mse it is shown that the proposed timing scheme is lower in mse than the ls method,"['kareem', 'el saleh', 'othman']",pub.1071449728,2012,combined time synchronization and channel estimation for mb ofdm uwb systems,,['kareem']
miss,WOS:000323911100056,2013,first principles study of energetic and electronic properties of delta remo re ho gd y m u w,first principles calculations have been performed to study the structural energetic and electronic properties of delta remo re ho gd y m u w the calculated results indicated that the energetic tendencies for the formation of frenkel pair defects of delta remo are consistent with the experimental results and the frenkel pair defects have a significant influence on radiation induced phase transformation density of states dos analysis showed hybridizations between w d and o p states in ywo and between u d and o p states in reuo re ho gd y are observed but the interaction lt m o gt orbital is much stronger in reuo re ho gd y than that in ywo bader charge analysis revealed that lt u o gt bond in reuo re ho gd y is more covalent than lt w o gt bond in ywo it was proposed that hm oi bond may play a more significant role in determining their radiation tolerance c aip publishing llc,"['yang', 'su', 'chen', 'wen', 'li', 'hu']",pub.1058081837,2013,first principles study of energetic and electronic properties of δ re mo re ho gd y m u w,,"['chen', 'su', 'wen', 'yang', 'li', 'hu']"
miss,WOS:000259699700135,2008,n superconformal chern simons theories and m branes on orbifolds,we explore further our recent generalization of the n superconformal chern simons theories of gaiotto and witten we find and construct explicitly theories of enhanced n or supersymmetry especially n sp m x o n and n sp m x o theories the u m x u n theory coincides with the n theory of aharony bergman jafferis and maldacena abjm we argue that the n theory with sp n x o n gauge group can be understood as an orientifolding of the abjm model with u n x u n gauge group we briefly discuss the type iib brane construction of the n theory and the geometry of the m theory orbifold,"['hosomichi', 'lee', 'lee', 'lee', 'park']",pub.1041772740,2008,superconformal chern simons theories and m branes on orbifolds,,"['hosomichi', 'lee', 'lee', 'lee', 'park']"
miss,WOS:000503455400042,2019,quantifying the interplay between genetic and epigenetic regulations in stem cell development,waddington epigenetic landscape as a classic metaphor has been used to explain cellular development and differentiation however it remains challenging to quantify the epigenetic landscape especially a key issue arises as what are the underlying mechanisms for the interplay between genetic and epigenetic regulations to govern cell fate decisions in development based on a developmental epigenetic model combining histone modifications and gene regulations we studied state switching mechanisms of histone modifications for stem cell development and uncovered corresponding epigenetic landscape the topography of landscape provides a quantitative measure for the relative stability of different attractors or phenotypes we showed that histone regulations facilitate the occurrence of intermediate states or multistability from the epigenetic landscape of stem cell differentiation we identified key cellular states characterized by attractors including pluripotent stem cell state differentiated state and intermediate states we also quantified representative kinetic transition paths for differentiation reprogramming and transdifferentiation which agree well with previous experimental observations specifically previous experiments indicate that transdifferentiation can go through a mixed unspecific intermediate or progenitor like state by calculating the kinetic transition paths our developmental epigenetic models are able to replicate all these three experimental results and therefore provide theoretical explanations for these experimental observations we propose that epigenetic regulations play critical roles on the kinetic transitions for differentiation reprogramming and transdifferentiation which also provide a source for the heterogeneity of gene expressions observed in developmental process our work provides new insights into the roles of epigenetic modifications on controlling gene expression and stem cell differentiation and facilitates our mechanistic understanding for the cell fate determinations regarding the interplay between genetic and epigenetic regulations,"['li', 'lin', 'zhang', 'liu']",pub.1121627532,2019,quantifying the interplay between genetic and epigenetic regulations in stem cell development,,"['zhang', 'liu', 'lin', 'li']"
miss,WOS:000424421200006,2017,elsa klensch the inventor of fashion television,a show created and hosted by elsa klensch a former vogue and harper s bazaar fashion editor brought exclusive runway shows from global fashion capitals to a new and very receptive audience fashion had been acknowledged as a serious and an occasional news topic but until the year style with elsa klensch was first broadcast fashion coverage was both limited and sporadic her new show very soon became popular with viewers of all ages klensch was arguably the inventor of the fashion television we take for granted,['arrington'],pub.1099825443,2017,elsa klensch the inventor of fashion television,,['arrington']
miss,WOS:000365144600011,2015,simultaneous edit imputation for continuous microdata,many statistical organizations collect data that are expected to satisfy linear constraints as examples component variables should sum to total variables and ratios of pairs of variables should be bounded by expert specified constants when reported data violate constraints organizations identify and replace values potentially in error in a process known as edit imputation to date most approaches separate the error localization and imputation steps typically using optimization methods to identify the variables to change followed by hot deck imputation we present an approach that fully integrates editing and imputation for continuous microdata under linear constraints our approach relies on a bayesian hierarchical model that includes i a flexible joint probability model for the underlying true values of the data with support only on the set of values that satisfy all editing constraints ii a model for latent indicators of the variables that are in error and iii a model for the reported responses for variables in error we illustrate the potential advantages of the bayesian editing approach over existing approaches using simulation studies we apply the model to edit faulty data from the u s census of manufactures supplementary materials for this article are available online,"['kim', 'wang', 'cox', 'karr', 'reiter']",pub.1058306391,2015,simultaneous edit imputation for continuous microdata,,"['kim', 'cox', 'karr', 'reiter', 'wang']"
miss,WOS:000181117200060,2003,a molecular dynamics study of a model nanoparticle embedded in a polymer matrix,molecular dynamics md simulations have been used to examine the structure and dynamics of a system containing an inorganic nanoparticle embedded in a polymer matrix this paper represents a preliminary investigation into the feasibility of examining such relatively large systems using atomistic modeling techniques no attempt is made here to model any specific system a generic linear polymer united atom model is first created in an amorphous phase before the insertion of an atomistically detailed silica nanoparticle of diameter similar to nm a novel method to insert a nanoparticle into a polymer matrix is given the entire system is contained in a standard periodic simulation cell of side length similar to nm the volume fraction of silica corresponded to similar to the composite system was subsequently relaxed at k and at two different pressures using standard md techniques the gmq suite of programs being used for this purpose results are presented regarding the variation of the structure and dynamics of the system with respect to the distance from the polymer nanoparticle interface and as a function of pressure a clear structuring of the polymer chains around the nanoparticle is seen with prominent first and second peaks in the radial density function and a concurrent development of preferred chain orientation the probability of trans conformers is also higher close to the interface and shows a distinct gradient in contrast evidence for chain immobilization is less obvious overall although dynamic properties are more sensitive to changes in the pressure comparisons are also made between the bulk moduli of the pure polymer and composite systems,"['marceau', 'alberola', 'brown', 'mele']",pub.1056187140,2003,a molecular dynamics study of a model nanoparticle embedded in a polymer matrix,,"['brown', 'mele', 'marceau', 'alberola']"
miss,WOS:000374455100024,2016,the infrared target enhancement method based on optimization at the whole directional polarization,an infrared target enhancement method based on optimization in the whole directional polarization is studied in this paper by using the description relationship between the stokes vector of incident light and the intensity of emergent light the analytical formula between the intensity of emergent light and the polarizing angle is deduced and thus virtually derives the intensity of emergent light from degrees to degrees polarizing angle then according to the criterion of maximum contrast between target and background the searching of optimal polarizing angle is iteratively realized and finally gets the enhanced infrared target image the feasibility and validity of the algorithm are validated by using real long wave infrared lwir polarization images of target experimental results show that the enhanced image using proposed algorithm possesses obvious suppression effect of background clutter and the quantitative evaluation under two kinds of image quality evaluation indexes of average gradient and image entropy also validates the effectiveness of our algorithm in infrared target enhancement,"['gong ting', 'li ji cheng', 'wang sha fei', 'zhang yan']",pub.1023207421,2016,the infrared target enhancement method based on optimization at the whole directional polarization,,"['zhang', 'li', 'wang', 'gong']"
miss,WOS:000503906100001,2019,self compassion physical health and health behaviour a meta analysis,this meta analysis investigated relationships between self compassion and physical health and health promoting behaviour in a large pooled sample n sourced from peer reviewed articles as hypothesised omnibus analyses revealed positive associations between self compassion and both physical health r and health behaviour r moderation analyses using effects found that both associations varied according to health domain participant age intervention duration and self compassion measure self compassion predicted outcomes in most health domains with the strongest effects observed on global physical health functional immunity composite health behaviour sleep and danger avoidance it did not predict frailty maladaptive bodily routines and substance abuse multi session interventions designed to boost self compassion predicted increased physical health and health behaviour thereby supporting causal links between self compassion and health outcomes the effects of single session inductions were non significant the mean effect of self compassion on physical health was non significant for young participants and its effect on health behaviour was weakest among older participants results support the proposition that self compassion can promote better physical health practical implications of these findings are discussed,"['phillips', 'hine']",pub.1123444616,2019,self compassion physical health and health behaviour a meta analysis,,"['phillips', 'hine']"
miss,WOS:000221532400008,2004,ultrasound evaluation of abdominal aortic and iliac aneurysms and mesenteric ischemia,ultrasound has been used routinely since the mid s to evaluate the abdominal aorta color doppler imaging allows characterization of flow patterns it is the preferred method for diagnosis and surveillance of abdominal aortic aneurysms because of its accuracy ease of use and cost effectiveness ultrasound has been used to characterize aortic diseases such as mycotic aneurysm posttraumatic pseudoaneurysm dissection and detection of mural thrombus and abdominal aortic aneurysm rupture other applications of sonography include characterization of iliac arterial disease and postoperativeevaluation of endovascular abdominal aortic aneurysm repair ultrasound plays a role in noninvasive diagnosis of mesenteric vascular occlusive disease in patients with suspected chronic intestinal ischemia,"['chong', 'hermsen']",pub.1031949788,2004,ultrasound evaluation of abdominal aortic and iliac aneurysms and mesenteric ischemia,the role of us in imaging of the abdominal vasculature has broadened over recent years long considered the modality of choice in the detection of aaa its use has expanded to diagnosing and monitoring iaas and paas screening for mesenteric ischemia and posttreatment monitoring of endovascular stents,"['hermsen', 'chong']"
