error_type,wos_id,wos_year,wos_title,wos_abstract,wos_last_names,ds_id,ds_year,ds_title,ds_abstract,ds_last_names
false_alarm,WOS:000236960800034,2006,synthesis crystal structure and electroluminescent properties of a schiff base zinc complex,a new complex of zinc with a schiff base zinc nn bis salicylidene dioxa diaminooctane monohydrate znbso center dot ho was synthesized and characterized by means of elemental analyses ir spectra and dta tg its structure was determined by x ray single crystal analysis it was demonstrated that the zinc atom is coordinated by the two oxygen atoms in phenolate and two nitrogen atoms in imine of the ligand in a slightly distorted tetrahedral geometry while the two oxygen atoms from the oxa alkyl chain are not coordinated to zn ii atom the energy levels of the homo lumo and the electrochemical band gap were determined by cyclic voltammeter the electroluminescent devices with the complex as the emitter showed bright blue emission with a peak at nm which is same as the fluorescence of the complex in both solution and solid states c elsevier b v all rights reserved,"['su', 'hong', 'hua', 'hu', 'li', 'li', 'li', 'zhang', 'chu', 'yu']",pub.1058405130,2016,a novel mn ii coordination polymer based on carboxylate and tris himidazol yl phenyl amine coligands with a rare hms topology solvothermal synthesis crystal structure and luminescent property,,['yu']
false_alarm,WOS:000275459000010,2010,periodic solutions for a kind of duffing type p laplacian neutral equation,by means of the generalized mawhin apos s continuation theorem we present some sufficient conditions which guarantee the existence of at least one t periodic solution for a p laplacian neutral functional differential equation with multiple deviating arguments,"['hu', 'du']",pub.1036340665,2012,homoclinic solutions for a kind of neutral differential systems,employing an extension of mawhin s continuation theorem and some analysis methods we obtain the existence of homoclinic orbits for a type of neutral differential systems u t cu t τ ddt f u t g u t e t where f c rn r g c rn r e c r rn c diag c c cn ci and τ are given constants i n,['du']
false_alarm,WOS:000312591700007,2012,on the laws for the emergence of life from abiotic matter,in this work we pose a question if the laws for the emergence of life from the abiotic matter can exist even before carbon and the organic compounds were available carbon as an element became available via nucleosynthesis in the stars and various carbon compounds were later made in the interstellar space and on the various objects in space is the emergence of life blue printed as some general law which would then guarantee that life would evolve in the universe or is it a law which co evolved with the organic compounds and the environment in which they existed and which may be a subject to chance this question is of a fundamental importance for astrobiology which seeks extraterrestrial life without really knowing if it exists numerous articles and books have been written on the subject of the inevitability of life in the universe on the evolution of matter which leads to life and on the role of chance in the emergence of life we select from these resources critically examine them and provide an inclusive summary which we believe will be useful to astrobiologists,['kolb'],pub.1048203865,2009,reopening the window on charged dark matter,,"['chuzhoy', 'kolb']"
false_alarm,WOS:000259420300004,2008,synthesis and characterization of octahedral pbf,the novel d octahedron like pbf structures with dimension of mu m have been successfully synthesized by a simple route at low temperature the morphologies and structures of as prepared products were characterized by x ray powder diffraction xrd scanning electron microscopy sem and transmission electron microscopy tem the growth mechanism has been proposed for octahedral pbf it was found that the aging time is important for the formation of d octahedron like pbf structures the room temperature photoluminescence measurements revealed a strong blue emission band at nm it was indicated that the as prepared octahedral pbf could have the potential application in optoelectronic devices c elsevier b v all rights reserved,['xu'],pub.1056884976,2012,synthesis and photocatalytic property of znse nanonetwork microspheres,,"['zhang', 'hu', 'wan', 'xu', 'xi']"
false_alarm,WOS:000244966900018,2007,on stable embeddability of partitions,several natural partial orders on integral partitions such as the embeddability the stable embeddability the bulk embeddability and the supermajorization arise in quantum computation bin packing and matrix analysis we find the implications of these partial orders for integral partitions whose entries are all powers of a fixed number p we show that the embeddability is completely determined by the supermajorization order and we find an algorithm for determining the stable embeddability c elsevier ltd all rights reserved,"['lee', 'kim']",pub.1084788549,2017,effect of maternal linguistic input type on communicative behaviors and language ability of to month old toddlers,,"['kim', 'lee']"
false_alarm,WOS:000244966900018,2007,on stable embeddability of partitions,several natural partial orders on integral partitions such as the embeddability the stable embeddability the bulk embeddability and the supermajorization arise in quantum computation bin packing and matrix analysis we find the implications of these partial orders for integral partitions whose entries are all powers of a fixed number p we show that the embeddability is completely determined by the supermajorization order and we find an algorithm for determining the stable embeddability c elsevier ltd all rights reserved,"['lee', 'kim']",pub.1041707894,2005,development of a microblood typing system using assembly free process based on virtual environment,,"['lee', 'kang', 'kim', 'lee', 'lim', 'cho']"
false_alarm,WOS:000259420300004,2008,synthesis and characterization of octahedral pbf,the novel d octahedron like pbf structures with dimension of mu m have been successfully synthesized by a simple route at low temperature the morphologies and structures of as prepared products were characterized by x ray powder diffraction xrd scanning electron microscopy sem and transmission electron microscopy tem the growth mechanism has been proposed for octahedral pbf it was found that the aging time is important for the formation of d octahedron like pbf structures the room temperature photoluminescence measurements revealed a strong blue emission band at nm it was indicated that the as prepared octahedral pbf could have the potential application in optoelectronic devices c elsevier b v all rights reserved,['xu'],pub.1059146643,2008,growth mechanism and characterization of single crystalline ga doped sno nanowires and self organized sno ga o heterogeneous microcomb structures,,"['su', 'xu', 'liang', 'chen']"
false_alarm,WOS:000407666500017,2017,report of the ashp treasurer,ashp continues to be a strong and vibrant organization from both a membership and financial viewpoint,['johnson'],pub.1085845279,2017,surface modification of polyamide membranes using the layer by layer technique characterization and antifouling potential,,"['kochkodan', 'manawi', 'johnson', 'fard', 'atieh']"
false_alarm,WOS:000226995500013,2005,unusual thermal relaxation of viscosity and shear induced strain in poly ether ketones synthesized in highly viscous polyphosphoric acid po medium,we recently described an improved method to synthesize poly ether ketones or peks it utilized an optimized mixture of polyphosphoric acid ppa and po that is not only milder less corrosive and less expensive than super acid media but also can play the multiple roles of solvent friedel crafts catalyst and dehydrating agent the as prepared peks from such a highly viscous reaction medium displayed unexpected thermally induced relaxation exotherms regardless of the amorphous or semi crystalline nature of polymer this thermal behavior was not observed for the formally identical polymers viz ppek or poly oxy phenylenecarbonyl phenylene which is normally semi crystalline that were separately prepared in a much less viscous mixture of methanesulfonic acid and po eaton s reagent or n methyl pyrrolidinone nmp such an observation was first made when both samples of ppeks were subjected to the same thermal history and the thermal relaxation exotherms were observed only for the ppek sample that was prepared in ppa po medium further confirmation of viscosity and shear induced strain stored in the as synthesized peks was provided by a systematic annealing study with differential scanning calorimetry dsc wide angle x ray diffraction waxd analysis and fourier transform infrared spectroscopy ft ir based on these data ppek was successfully compression molded in the temperature range of degreesc which is more than degreesc below its melting temperature published by elsevier ltd,"['lyons', 'tan', 'park', 'baek', 'price']",pub.1027143399,2006,thermochemical relaxation in shock tunnels,,['park']
false_alarm,WOS:000297847700007,2011,stereoselective total synthesis of isocladospolide b and cladospolide b and c,the enantioselective synthesis of bioactive butenolides isocladospolide b cladospolide b and cladospolide c has been achieved from s propylene oxide of the three stereogenic centers the c c vic diol was obtained using diastereo and enantioselective brown hydroxycrotylation while the c stereocenter was created by jacobsen hydrolytic kinetic resolution,"['mandal', 'yadav']",pub.1057190796,2010,stereoselective total synthesis of ovalicin,,"['yadav', 'reddy', 'reddy']"
false_alarm,WOS:000229177400011,2005,ownership and operating performance of chinese ipos,we examine changes in operating performance of chinese listed companies around their initial public offerings and focus on the effect of ownership and ownership concentration on ipo performance changes we document a sharp decline in post issue operating performance of ipo firms we also find that neither state ownership nor concentration of ownership is associated with performance changes but there is a curvilinear relation between legal entity ownership and performance changes and between concentration of non state ownership and performance changes our results are robust to different performance measures and industry adjustments these findings suggest that agency conflicts management entrenchment and large shareholders expropriation co exist to influence chinese ipo performance and the beneficial and detrimental effects of state shareholdings tend to offset each other c elsevier b v all rights reserved,['wang'],pub.1058366375,2014,preparation and performance of phenyl vinyl poss addition type curable silicone rubber hybrid material,,"['zhao', 'feng', 'li', 'li', 'wang', 'han', 'sun', 'tan']"
false_alarm,WOS:000271282800022,2009,semi online machine covering for two uniform machines,the machine covering problem deals with partitioning a sequence of jobs among a set of machines so as to maximize the completion time of the least loaded machine we study a semi online variant where jobs arrive one by one sorted by non increasing size the jobs are to be processed by two uniformly related machines with a speed ratio of q gt each job has to be processed continuously in a time slot assigned to it on one of the machines this assignment needs to be performed upon the arrival of the job the length of the time slot which is required for a specific job to run on a given machine is equal to the size of the job divided by the speed of the machine we give a complete competitive analysis of this problem by providing an algorithm of the best possible competitive ratio for every q gt we first give a tight analysis of the performance of a natural greedy algorithm lpt for the problem to achieve the best possible performance for the semi online problem we use a combination of lpt together with two alternative algorithms which we design the new algorithms attain the best possible competitive ratios in the two intervals q is an element of root and q is an element of root respectively whereas the greedy algorithm has the best possible competitive ratio for any other q gt c elsevier b v all rights reserved,"['chen', 'epstein', 'tan']",pub.1063162979,2013,online abft,,['chen']
false_alarm,WOS:000291232200016,2011,structure function and regulation of the melanocortin receptors,melanocortin receptors belong to the seven transmembrane tm domain proteins that are coupled to g proteins and signaled through intracellular cyclic adenosine monophosphate many structural features conserved in other g protein coupled receptors gpcrs are found in the melanocortin receptors there are five melanocortin receptor subtypes and each of the melanocortin receptor subtypes has a different pattern of tissue expression and has its own profile regarding the relative potency of different melanocortin peptides alpha beta and gamma msh and acth are known endogenous agonist ligands for the melanocortin receptors agouti and agrp are the only known naturally occurring antagonists of the melanocortin receptors we have examined the molecular basis of all five human melanocortin receptors for different ligand binding affinities and potencies using chimeric and mutated receptors our studies indicate that human melanocortin mc receptor human melanocortin mc receptor human melanocortin mc receptor and human melanocortin mc receptor utilize orthosteric sites for non selective agonists alpha msh and ndp alpha msh high affinity binding and utilize allosteric sites for selective agonist or antagonist binding furthermore our results indicate that molecular determinants of human melanocortin mc receptor for acth binding and signaling are different from that of other melanocortin receptors many studies also indicate that agonists can induce different conformation changes of melanocortin receptors which then lead to the activation of different signaling pathways even when the expression level of receptor and the strength of stimulus response coupling are the same this finding may provide new information for the design of drugs for targeting melanocortin receptors c elsevier b v all rights reserved,['yang'],pub.1057725739,2003,resonant two photon ionization spectroscopy of the van der waals complex chch n structure binding energy intermolecular vibrations and internal rotation,,"['hu', 'yang']"
false_alarm,WOS:000224021100008,2004,prevalence and correlates of orthostatic hypotension in middle aged men and women in korea the korean health and genome study,to examine the prevalence and correlates of orthostatic hypotension oh in middle aged adults enrolled in the korean health and genome study participants were individuals aged years supine blood pressure bp was measured three times at s intervals after at least min of rest in the supine position and single standing bp was measured at and min after standing respectively oh was defined as a reduction in systolic bp or diastolic bpgreater than or equal to and mmhg respectively the prevalence of oh at and min after standing was and respectively at min of standing oh frequency increased significantly with age from in those aged years to in those aged p lt after adjustment for age and other characteristics hypertension was associated with a fold excess in the odds of oh in men and a fold excess in women p lt in contrast an increase in body mass index bmi on the order of kg m was associated with a reduction in the odds of oh p lt diabetes in women was also associated with a fold excess in the odds of oh p lt an increase in triglyceride by mg dl in men was associated with an increase in the odds of oh p lt in conclusion the prevalence and correlates of oh other than diabetes and triglycerides were notably similar in men and women while the association between hypertension and oh has been observed elsewhere low bmi in korean adults with oh may be an important marker for subclinical morbidity or coexisting risk factors that need to be identified,"['shin', 'lee', 'kim', 'abbott', 'kimm']",pub.1074046060,2015,the korean war memory and nostalgia,,['kim']
false_alarm,WOS:000342827800064,2014,electrical optical and material characterizations of blue ingan light emitting diodes submitted to reverse bias stress in water vapor condition,in this paper we investigate degradation of ingan gan light emitting diodes leds under reverse bias operations in water vapor and dry air to examine failure origins electrical characterizations including current voltage breakdown current profiles optical measurement and multiple material analyses were performed our findings indicate that the diffusion of indium atoms in water vapor can expedite degradation investigation of reverse bias stress can help provide insight into the effects of water vapor on leds c aip publishing llc,"['chen', 'shei', 'chen', 'chu', 'chen']",pub.1058085126,2013,degradation mechanisms in gan light emitting diodes undergoing reverse bias operations in water vapor,,"['chen', 'yun huang', 'cheng chu']"
false_alarm,WOS:000271753300006,2009,primitive normal polynomials with a prescribed coefficient,in this paper we established the existence of a primitive normal polynomial over any finite field with any specified coefficient arbitrarily prescribed let n gt be a positive integer and q a prime power we prove that for any a is an element of f q and any lt m lt n there exists a primitive normal polynomial f x x n sigma x n n sigma n x n sigma n such that sigma m a with the only exceptions sigma not equal the theory can be extended to polynomials of smaller degree too c elsevier inc all rights reserved,"['fan', 'wang']",pub.1059160786,2013,a multivariate process capability index with a spatial coefficient,,"['wang', 'wang', 'fan', 'zhang', 'han']"
false_alarm,WOS:000227300900008,2005,electrical properties of ni au and au contacts on p type gan,the electrical properties of ni au and au contacts on p type gan p gan were investigated in this study from the experimental result it is suggested that the current voltage characteristic of au ni p gan is better than that of au p gan the secondary ion mass spectroscopy measurements revealed that hydrogen is effectively removed from the p gan layer by the existence of the ni film these results suggest that a ni film of au ni p gan significantly enhances hydrogen desorption from the p gan film which leads to an increase in the hole concentration the occurrence of the tunneling transmission for holes at the interface and the improvement of electrical properties of au ni p gan c american vacuum society,['lin'],pub.1067865191,2017,effect of residual stress on magnetic and electrical transport properties in srruo lt inf gt lt inf gt thin films,,"['ming kang', 'xian lin', 'yin', 'guo ji', 'gen shui']"
false_alarm,WOS:000251154600011,2008,theory of exchange,in the context of production activity several parameters play an important role in the total cost estimation and its optimization these parameters include facility setup cost inventory carrying cost and manufacturing cost for the basic model shortages can be incorporated in certain environment and costs associated with shortages need to be included in the analysis it is expected that the industries will run their manufacturing facility at an optimum level in the multi product manufacture optimum common cycle time approach is usually adopted and all the items are produced in each cycle a situation may occur in the real world in which a particular parameter concerning an item is exchanged with that of another item it is of interest to examine the aftereffects otherwise also for the purpose of internal benchmarking a deliberate exchange of parameters can take place this can be implemented in case of cost improvement a generalized approach is presented and discussion is made with reference to various parameters c elsevier b v all rights reserved,['sharma'],pub.1109767958,2017,characteristics of formation of chemical composition of groundwater of active water exchange zone of the bodrak catchment area south western crimea,,[]
false_alarm,WOS:000269913400004,2009,alpha k anonymous data publishing,privacy preservation is an important issue in the release of data for mining purposes the k anonymity model has been introduced for protecting individual identification recent studies show that a more sophisticated model is necessary to protect the association of individuals to sensitive information in this paper we propose an alpha k anonymity model to protect both identifications and relationships to sensitive information in data we discuss the properties of alpha k anonymity model we prove that the optimal alpha k anonymity problem is np hard we first present an optimal global recoding method for the alpha k anonymity problem next we propose two scalable local recoding algorithms which are both more scalable and result in less data distortion the effectiveness and efficiency are shown by experiments we also describe how the model can be extended to more general cases,"['fu', 'wong', 'li', 'wang']",pub.1059666475,2005,an o n log k restricted dynamic programming algorithm for data allocation over multiple channels,,['wang']
false_alarm,WOS:000272264800004,2009,stability of the vlasov poisson boltzmann system in r,we construct global in time classical solutions to the cauchy problem for the species vlasov poisson boltzmann system near maxwellian in the whole space r moreover the convergence rate in time to the global maxwellian and the uniform in time stability of solutions are also obtained through energy method c elsevier inc all rights reserved,['zhang'],pub.1063158437,2010,r,,"['wang', 'wang', 'mahimkar', 'alimi', 'zhang', 'qiu', 'yang']"
false_alarm,WOS:000244966900018,2007,on stable embeddability of partitions,several natural partial orders on integral partitions such as the embeddability the stable embeddability the bulk embeddability and the supermajorization arise in quantum computation bin packing and matrix analysis we find the implications of these partial orders for integral partitions whose entries are all powers of a fixed number p we show that the embeddability is completely determined by the supermajorization order and we find an algorithm for determining the stable embeddability c elsevier ltd all rights reserved,"['lee', 'kim']",pub.1062172118,2007,effect of double layer coating on carbon nanotubes for field emission and secondary electron emission measurement,,"['lee', 'park', 'kim', 'yi']"
