error_type,wos_id,wos_year,wos_title,wos_abstract,wos_last_names,ds_id,ds_year,ds_title,ds_abstract,ds_last_names
false_alarm,WOS:000250295900088,2007,presmectic wetting and supercritical like phase behavior of octylcyanobiphenyl liquid crystal confined to controlled pore glass matrices,the influence of controlled pore glass cpg confinement on the phase behavior of octylcyanobiphenyl liquid crystal lc is studied by means of x ray scattering and high precision calorimetry for cpg samples with pore diameter r gt nm the smectic order parameter temperature dependence eta t reveals apparent presmectic ordering far above the bulk smectic a nematic sma n phase transition for both nontreated and silane treated cpg matrices the behavior of eta t is qualitatively similar in all samples well obeying the mean field approach mfa in which the surface wetting tendency plays the dominant role in contrast the critical fluctuations remain important in the specific heat data which cannot be described within the mfa we show experimentally that randomness and surface wetting become dominant over finite size effects for r less than or similar to nm in agreement with theoretical analysis in nontreated samples the noncritical character of the static disorder and the interfacial lc cpg coupling almost completely suppress the quasi sma n and nematic isotropic phase transitions at r similar to and similar to nm respectively c american institute of physics,"['zidansek', 'lahajnar', 'zumer', 'kralj', 'cordoyiannis', 'amenitsch', 'kutnjak']",pub.1026462892,2004,thermal study of octylcyanobiphenyl liquid crystal confined to controlled pore glass,we study the phase behavior of octylcyanobiphenyl cb liquid crystal confined to control porous glass cpg using high resolution calorimetry we used silanized and nonsilanized cpg matrices with characteristic void diameters ranging from to nm with decreasing diameter the first order isotropic to nematic i n and second order nematic to smectic a n sma phase transition temperatures monotonously decrease the weakly first order features of the i n transition approaches the smeared tricritical behavior the effective n sma critical exponent apparently decreases toward the d xy value for diameters above nm however the n sma transition progressively broadens and becomes strongly suppressed for diameters below nm a simple phenomenological model is used for a qualitative explanation of results,"['kutnjak', 'kralj', 'lahajnar', 'zumer']"
false_alarm,WOS:000226217300023,2005,the social architecture of capitalism,a dynamic model of the social relations between workers and capitalists is introduced the model self organises into a dynamic equilibrium with statistical properties that are in close qualitative and in many cases quantitative agreement with a broad range of known empirical distributions of developed capitalism including the power law firm size distribution the laplace firm and gdp growth distribution the lognormal firm demises distribution the exponential recession duration distribution the lognormal pareto income distribution and the gamma like firm rate of profit distribution normally these distributions are studied in isolation but this model unifies and connects them within a single causal framework the model also generates business cycle phenomena including fluctuating wage and profit shares in national income about values consistent with empirical studies the generation of an approximately lognormal pareto income distribution and an exponential pareto wealth distribution demonstrates that the power law regime of the income distribution can be explained by an additive process on a power law network that models the social relation between employers and employees organised in firms rather than a multiplicative process that models returns to investment in financial markets a testable consequence of the model is the conjecture that the rate of profit distribution is consistent with a parameter mix of a ratio of normal variates with means and variances that depend on a firm size parameter that is distributed according to a power law c elsevier b v all rights reserved,['wright'],pub.1071156366,2015,depth distribution of the amoebic gill disease agent neoparamoeba perurans in salmon sea cages,,"['wright', 'nowak', 'oppedal', 'bridle', 'dempster']"
false_alarm,WOS:000236960800034,2006,synthesis crystal structure and electroluminescent properties of a schiff base zinc complex,a new complex of zinc with a schiff base zinc nn bis salicylidene dioxa diaminooctane monohydrate znbso center dot ho was synthesized and characterized by means of elemental analyses ir spectra and dta tg its structure was determined by x ray single crystal analysis it was demonstrated that the zinc atom is coordinated by the two oxygen atoms in phenolate and two nitrogen atoms in imine of the ligand in a slightly distorted tetrahedral geometry while the two oxygen atoms from the oxa alkyl chain are not coordinated to zn ii atom the energy levels of the homo lumo and the electrochemical band gap were determined by cyclic voltammeter the electroluminescent devices with the complex as the emitter showed bright blue emission with a peak at nm which is same as the fluorescence of the complex in both solution and solid states c elsevier b v all rights reserved,"['su', 'hong', 'hua', 'hu', 'li', 'li', 'li', 'zhang', 'chu', 'yu']",pub.1058405130,2016,a novel mn ii coordination polymer based on carboxylate and tris himidazol yl phenyl amine coligands with a rare hms topology solvothermal synthesis crystal structure and luminescent property,,['yu']
false_alarm,WOS:000244281100042,2007,development of a gradient reversed phase hplc method for the determination of sodium ferulate in beagle dog plasma,a gradient reversed phase hplc assay has been developed to determine sodium ferulate sf in beagle dog plasma with tinidazole as an internal standard chromatographic separation was made on a c column using acetic acid and acetonitrile v v as mobile phase uv detection was performed at nm the calibration curve for sf was linear in the range of mu g ml and the achieved limit of quantification loq was ng ml the results of linearity within and between day precision and accuracy demonstrate that this method is reliable sensitive and sufficient for in vivo beagle dog pharmacokinetic pk studies of sf c elsevier b v all rights reserved,"['deng', 'li', 'hu', 'liu', 'xu', 'su']",pub.1084137954,2017,method considering the dynamic coupling characteristic in power system for stability assessment,,"['hu', 'li']"
false_alarm,WOS:000258171500049,2008,thermoelectrics in an array of molecular junctions,the room temperature thermoelectric properties of a three dimensional array of molecular junctions are calculated the array is composed of n doped silicon nanoparticles where the surfaces are partially covered with polar molecules and the nanoparticles are bridged by trans polyacetylene molecules the role of the polar molecules is to reduce the band bending in the n doped silicon nanoparticles and to shift the electronic resonances of the bridging molecules to the nanoparticle conduction band edges where the molecular resonances act as electron energy filters the transmission coefficients of the bridging molecules that appear in the formulas for the seebeck coefficient the electrical conductance and the electronic thermal conductance are calculated using the nonequilibrium green apos s function technique a simple tight binding hamiltonian is used to describe the bridging molecules and the self energy term is calculated using the parabolic conduction band approximation the dependencies of the thermoelectric properties of the molecular junctions on the silicon doping concentration and on the molecule nanoparticle coupling are discussed the maximal achievable thermoelectric figure of merit zt of the array is estimated as a function of the phononic thermal conductance of the bridging molecules and the doping of the nanoparticles the power factor of the array is also calculated for sufficiently small phononic thermal conductances of the bridging molecules very high zt values are predicted c american institute of physics,['muller'],pub.1057853920,2006,organic cutcnq integrated in complementary metal oxide semiconductor copper back end of line for nonvolatile memories,,"['muller', 'de jonge', 'myny', 'wouters', 'genoe', 'heremans']"
false_alarm,WOS:000349570300003,2014,playing the fool activists performances of emotion in policy making spaces,this paper draws upon dramaturgical concepts from performance studies scholarship to examine how situated performance and context enmesh with the emotional content of the practices of policy making drawing on sociological dramaturgical perspectives the cultural and literary criticism that inspired them and in particular bahktin s concepts of the grotesque and heteroglossia i investigate the subversive use of humour in policy work as a way of revealing emotional knowledge about the issues under discussion first i set out the way emotion was understood by participants in an ngo s programme of policy activities as a mode of knowing the world and how emotion and rationality were embodied in the forums by activists and civil servants respectively i take as a case study activists playing the fool within a programme of policy work in which i conducted ethnographic research these performances once set within a mise en scene that includes furniture smells lighting and the physicality of the people involved create complex unsettling and intersecting networks of meaning about power and knowledge in policy work i argue that such a dramaturgical approach to interpreting the work of making policy challenges scholars to accurately represent the multiplicity of meanings of emotion at play in any context c elsevier ltd all rights reserved,['anderson'],pub.1059921239,2017,multiple stellar populations in magellanic cloud clusters v the split main sequence of the young cluster ngc,,"['milone', 'marino', 'd antona', 'bedin', 'piotto', 'jerjen', 'anderson', 'dotter', 'criscienzo', 'lagioia']"
false_alarm,WOS:000325843300005,2013,pollen recorded bioclimatic variations of the last similar to years retrieved from achit nuur core in the western mongolian plateau,this research focuses on the reconstructions of vegetation variations and the associated climate changes over the past similar to years based on pollen data of samples obtained from achit nuur in the western part of the mongolian plateau the vegetation in the achit nuur area was forests in higher elevations and steppes in lower elevations from similar to to similar to cal bp the subsequent period from similar to to similar to cal bp was characterized by steppes in higher elevations and deserts in lower elevations followed by taiga expansion in high elevations in the following period from similar to to similar to cal bp the last similar to years were characterized by high herb percentages pollen based reconstruction of the temperature showed that the achit area experienced cold conditions between similar to and similar to cal bp and mild conditions from similar to similar to cal bp with the past similar to years being relatively warm the reconstructed precipitation suggests two wet periods from similar to to similar to cal bp and from similar to to similar to cal bp the two intervening dry periods are from similar to similar to cal bp and from similar to to cal bp c elsevier ltd and inqua all rights reserved,"['feng', 'sun', 'zhang', 'ran']",pub.1055085890,2016,size classified variations in carbonaceous aerosols from real coal fired boilers,,"['ma', 'wu', 'zhang', 'bi', 'sun', 'feng']"
false_alarm,WOS:000416999100032,2017,damage identification and assessment in composite structures,the paper presents multidisciplinary methods and techniques oriented towards damage identification and assessment in composite structures two types of materials have been used carbon and glass fibres reinforced composites particularly the paper is dedicated to elastic waves propagation phenomenon scanning laser vibrometry electromechanical impedance and terahertz spectroscopy it also includes a variety of techniques being related to diagnostics damage size estimation and damage type recognition and prognostics selected numerical aspects of the phenomena related to the mentioned methods are addressed moreover it covers the main disciplines which are related to above mentioned techniques as piezoelectric sensors and transducers and signal processing the signal processing approach is crucial allowing extracting damage related features from the gathered signals investigated damage is in the form of mechanical failures as cracks delaminations debonding voids also methods dedicated to thermal degradation moisture and chemical contamination are shown presented methods are also suitable for performance of bonded joints assessment problem of external factors on investigated methods is also discussed in this paper the characteristic of each method is summarized by a critical look the laser vibrometry is a non contact technique that allows to measure vibrations of structure excited by shaker or piezoelectric transducer in guided waves based technique the interaction of elastic waves with failures can be seen after appropriate signal processing the electromechanical impedance method is based on electromechanical coupling of piezoelectric transducer with a host structure damage in structures caused frequency shift of certain resonance frequencies visible in resistance characteristic the terahertz spectroscopy method is based on an electromagnetic radiation in the range thz it allows for reflection and transmission measurements reflection mode is more feasible for real structures where access to the structure is only from one side during current research time signals as well as sets of signals creating b scans have been analysed authors address also the problem of adhesive bonding in the case of cfrp samples techniques for detection of weak bonds are presented together with signal processing approaches the reported investigations concern contaminated bonds caused by both manufacturing e g release agent and in service contaminations e g de icer promising combination of selected techniques should lead to an innovative approach to ensure safety operation of structures local and global methods have been applied and validated by experimental studies c the authors published by elsevier ltd,"['wandowski', 'kudela', 'malinowski', 'ostachowicz']",pub.1084769089,2017,guided wave attenuation in composite materials,,"['wandowski', 'kudela', 'malinowski', 'ostachowicz']"
false_alarm,WOS:000240523600044,2006,an efficient user selection algorithm for zero forcing beamforming in downlink multiuser mimo systems,in this letter we propose an efficient user selection algorithm aiming to select users with less spatially correlation and meet the user number limit of zero forcing beamforming in downlink multiuser mimo systems this algorithm yields a considerable complexity reduction with only a small loss in performance and it only needs partial users csi feedback coupled with the algorithm a null space updating method in o k time and a modified proportional fair scheduling algorithm are also proposed,"['chen', 'zhou', 'zheng', 'kim', 'zhou', 'wang']",pub.1024165411,2010,an orientation based fusion algorithm for multisensor image fusion,,['zheng']
false_alarm,WOS:000259420300004,2008,synthesis and characterization of octahedral pbf,the novel d octahedron like pbf structures with dimension of mu m have been successfully synthesized by a simple route at low temperature the morphologies and structures of as prepared products were characterized by x ray powder diffraction xrd scanning electron microscopy sem and transmission electron microscopy tem the growth mechanism has been proposed for octahedral pbf it was found that the aging time is important for the formation of d octahedron like pbf structures the room temperature photoluminescence measurements revealed a strong blue emission band at nm it was indicated that the as prepared octahedral pbf could have the potential application in optoelectronic devices c elsevier b v all rights reserved,['xu'],pub.1059146643,2008,growth mechanism and characterization of single crystalline ga doped sno nanowires and self organized sno ga o heterogeneous microcomb structures,,"['su', 'xu', 'liang', 'chen']"
false_alarm,WOS:000407666500017,2017,report of the ashp treasurer,ashp continues to be a strong and vibrant organization from both a membership and financial viewpoint,['johnson'],pub.1085845279,2017,surface modification of polyamide membranes using the layer by layer technique characterization and antifouling potential,,"['kochkodan', 'manawi', 'johnson', 'fard', 'atieh']"
false_alarm,WOS:000226780300002,2005,supersymmetry and cosmology,cosmology now provides unambiguous quantitative evidence for new particle physics i discuss the implications of cosmology for supersymmetry and vice versa topics include motivations for supersymmetry supersymmetry breaking dark energy freeze out and wimps neutralino dark matter cosmologically preferred regions of minimal supergravity direct and indirect detection of neutralinos the dama and heat signals inflation and reheating gravitino dark matter big bang nucleosynthesis and the cosmic microwave background i conclude with speculations about the prospects for a microscopic description of the dark universe stressing the necessity of diverse experiments on both sides of the particle physics cosmology interface c elsevier inc all rights reserved,['feng'],pub.1056143279,2002,molecular interactions between a lipid and an antineoplastic drug paclitaxel taxol within the lipid monolayer at the air water interface,,"['feng', 'gong', 'chew']"
false_alarm,WOS:000343011500004,2014,a general framework of dealing with qualitative data in dea a fuzzy number approach,the original dea models only deal with quantitative data because the algebraic operations on qualitative data are meaningless this chapter provides the framework of dealing with qualitative data in dea through fuzzy numbers at first use fuzzy numbers representing qualitative data then apply sets of two level mathematical programing to implement fuzzy extension principle to crisp dea model to find alpha cuts of leveled fuzzy efficiency based on crisp observations and a cuts of fuzzy factors adequate number of alpha cuts determines the fuzzy efficiency furthermore to provide persuadable fuzzy numbers representing qualitative data use dea models as experts to integrate objective production data and subjective information to generate possible values of qualitative data based on possible values of qualitative data the shapes of fuzzy numbers are determined to increase readability of fuzzy efficiency for most decision makers apply k medoids clustering method along with hausdorff distances to convert these efficiencies into qualitative efficiencies finally a case of university performance evaluation demonstrates the framework,['lin'],pub.1056276625,2011,mechanisms of reactions of a lithium boryl with organohalides,,"['cheung', 'marder', 'lin']"
false_alarm,WOS:000226995500013,2005,unusual thermal relaxation of viscosity and shear induced strain in poly ether ketones synthesized in highly viscous polyphosphoric acid po medium,we recently described an improved method to synthesize poly ether ketones or peks it utilized an optimized mixture of polyphosphoric acid ppa and po that is not only milder less corrosive and less expensive than super acid media but also can play the multiple roles of solvent friedel crafts catalyst and dehydrating agent the as prepared peks from such a highly viscous reaction medium displayed unexpected thermally induced relaxation exotherms regardless of the amorphous or semi crystalline nature of polymer this thermal behavior was not observed for the formally identical polymers viz ppek or poly oxy phenylenecarbonyl phenylene which is normally semi crystalline that were separately prepared in a much less viscous mixture of methanesulfonic acid and po eaton s reagent or n methyl pyrrolidinone nmp such an observation was first made when both samples of ppeks were subjected to the same thermal history and the thermal relaxation exotherms were observed only for the ppek sample that was prepared in ppa po medium further confirmation of viscosity and shear induced strain stored in the as synthesized peks was provided by a systematic annealing study with differential scanning calorimetry dsc wide angle x ray diffraction waxd analysis and fourier transform infrared spectroscopy ft ir based on these data ppek was successfully compression molded in the temperature range of degreesc which is more than degreesc below its melting temperature published by elsevier ltd,"['lyons', 'tan', 'park', 'baek', 'price']",pub.1027143399,2006,thermochemical relaxation in shock tunnels,,['park']
false_alarm,WOS:000213227600003,2009,the characteristics of mathematical creativity,mathematical creativity ensures the growth of mathematics as a whole however the source of this growth the creativity of the mathematician is a relatively unexplored area in mathematics and mathematics education in order to investigate how mathematicians create mathematics a qualitative study involving five creative mathematicians was conducted the mathematicians in this study verbally reflected on the thought processes involved in creating mathematics analytic induction was used to analyze the qualitative data in the interview transcripts and to verify the theory driven hypotheses the results indicate that in general the mathematicians creative process followed the four stage gestalt model of preparationincubation illumination verification it was found that social interaction imagery heuristics intuition and proof were the common characteristics of mathematical creativity in addition contemporary models of creativity from psychology were reviewed and used to interpret the characteristics of mathematical creativity,['sriraman'],pub.1112061817,2019,early recovery trajectories after fast track primary total hip arthroplasty the role of patient characteristics,,[]
false_alarm,WOS:000438191900008,2015,distance two labeling on the square of a cycle,an l labeling of a graph g is a function f from the vertex set v g to the set of all non negative integers such that vertical bar f u f v vertical bar gt if d u v and vertical bar f u f v vertical bar gt if d u v the lambda number of g denoted lambda g is the smallest number k such that g admits an l labeling with k max f u vertical bar u is an element of v g in this paper we consider the square of a cycle and provide exact value for its lambda number in addition we also completely determine its edge span,['zhang'],pub.1055477325,2010,prediction and experimental validation studies of wet flue gas desulphurization with a novel type pcf device based on limestone gypsum,,"['gao', 'li', 'zeng', 'zhang', 'shi', 'li', 'zeng', 'fan', 'wen', 'shu']"
false_alarm,WOS:000312469900021,2013,multiplane imaging and depth of focus extending in digital holography by a single shot digital hologram,limited depth of field is the main drawback of conventional microscopy that prevents observation of thick semi transparent objects with all their features in focus only a portion of the imaged volume along the optical axis is in good focus at once the paper presents a novel reconstruction algorithm to image multiple planes at different depths simultaneously and realize extended focused imaging a shift parameter that accounts for the coordinate system s transverse displacement of the image plane at different depths is introduced in the diffraction integral kernel combination of the diffraction integral kernel with different shift values and reconstruction depths yields multiplane imaging resolution in a single reconstruction moreover an extended depth of focus method is also presented through modifying the proposed multiplane imaging algorithm description of the method and experimental results are reported c elsevier b v all rights reserved,['pan'],pub.1056827016,2013,parameter estimation of drive system in a fixed speed wind turbine by utilising turbulence excitations,,"['ju', 'pan', 'jin', 'wu']"
false_alarm,WOS:000229177400011,2005,ownership and operating performance of chinese ipos,we examine changes in operating performance of chinese listed companies around their initial public offerings and focus on the effect of ownership and ownership concentration on ipo performance changes we document a sharp decline in post issue operating performance of ipo firms we also find that neither state ownership nor concentration of ownership is associated with performance changes but there is a curvilinear relation between legal entity ownership and performance changes and between concentration of non state ownership and performance changes our results are robust to different performance measures and industry adjustments these findings suggest that agency conflicts management entrenchment and large shareholders expropriation co exist to influence chinese ipo performance and the beneficial and detrimental effects of state shareholdings tend to offset each other c elsevier b v all rights reserved,['wang'],pub.1056072892,2008,first principles calculation of c nmr chemical shifts of infinite single walled carbon nanotubes new data for large diameter and four helical nanotubes,,"['lai', 'lu', 'song', 'ni', 'wang', 'luo', 'zhou', 'mei', 'gao', 'yu']"
